anno,provincia,delitto,eta_alla_data_del_reato,sesso,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2019,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,9. PERCOSSE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,0-13,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,0-13,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,0-13,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,0-13,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,0-13,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,55-64,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,10. MINACCE,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,0-13,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,0-13,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,14-17,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,14-17,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,18-24,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,18-24,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,25-34,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,25-34,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,35-44,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,35-44,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,45-54,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,45-54,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,55-64,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,65 e oltre,FEMMINILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,VERCELLI,3. OMICIDI VOLONTARI CONSUMATI,45-54,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,18-24,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,25-34,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,25-34,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,25-34,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,25-34,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,25-34,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,35-44,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,45-54,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,45-54,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,45-54,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,45-54,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,55-64,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,55-64,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,55-64,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,55-64,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,14-17,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,14-17,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,14-17,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,14-17,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,14-17,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,14-17,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,14-17,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,18-24,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,18-24,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,18-24,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,18-24,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,18-24,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,18-24,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,18-24,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,18-24,FEMMINILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,18-24,MASCHILE,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
