PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
RMCS272024000249,575,CP,,OMICIDIO DOLOSO
BSCS352024000045,581,CP,,PERCOSSE
BSCS122024000007,582,CP,,LESIONI PERSONALI
RMPC472023403942,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001803,582,CP,,LESIONI PERSONALI
KRCS202023852521,612,CP,,MINACCIA - ATTI PERSECUTORI -
BZCS252024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SVEV022024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS182023000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS432024000023,582,CP,,LESIONI PERSONALI
PGPQ102023002395,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000720,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTPC092024200244,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMCS032024000186,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024001002,582,CP,,LESIONI PERSONALI
MBCS072024000066,581,CP,,PERCOSSE
RACS422024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS432024000017,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BOCS222024000026,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCC062024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RIPQV02024000027,582,CP,,LESIONI PERSONALI
BOCS782024000048,582,CP,,LESIONI PERSONALI
CSCS122024000011,610,CP,,VIOLENZA PRIVATA
CHPQ102024000342,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
KRPQ102024999955,612,CP,,MINACCIA - ATTI PERSECUTORI -
ALCC012024000151,575,CP,,OMICIDIO DOLOSO
PGPQ102024000977,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
BACS512024850364,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024500105,581,CP,,PERCOSSE
PGPQ102024000975,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPC022021000936,582,CP,,LESIONI PERSONALI
TNCS272024000021,582,CP,,LESIONI PERSONALI
MNPQ102024000271,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS622024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC142024000264,610,CP,,VIOLENZA PRIVATA
BZCS742024000005,581,CP,,PERCOSSE
PRCS262024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS512024851511,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RACC022025000017,609,CP,,CORRUZIONE DI MINORENNE
RGCS182024000002,612,CP,,MINACCIA
PGPQ102024000126,581,CP,,PERCOSSE
PGPC012022000417,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGCS092023000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQCS252024000072,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024000604,582,CP,,LESIONI PERSONALI
TAPC022024000001,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS0D2024851201,582,CP,,LESIONI PERSONALI
PGPQ102024001397,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVCS032024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACS202024000053,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANPC042025000804,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSPC012024000405,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
RMPC272024000156,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RCCS152024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS072024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NOCS102024850135,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANCS302024000042,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MNPQV02024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024500051,582,CP,,LESIONI PERSONALI
CTPC062024700212,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024500080,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024000130,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000952,581,CP,,PERCOSSE
BSCS132024000004,575,CP,,OMICIDIO DOLOSO
NAPQ102023009668,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TVCS062023000088,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VACS072024850231,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BICS072024000017,614,CP,,VIOLAZIONE DI DOMICILIO
AVCS722024000010,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
MCCS112024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS432024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRCS252023850462,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102023002368,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MECS522024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS282024000062,582,CP,,LESIONI PERSONALI
PTPQ102025000012,582,CP,,LESIONI PERSONALI
BSCS612024000018,582,CP,,LESIONI PERSONALI
TNCS332024000048,629,CP,,ESTORSIONE
PACS992024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANPC012024000350,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS972024000010,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PTCS152024000049,609,CP,,VIOLENZA SESSUALE
PGPQ102024002090,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
VRPQV02024000115,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS142024000001,582,CP,,LESIONI PERSONALI
ARCS042024000021,582,CP,,LESIONI PERSONALI
MNCC062024000122,575,CP,,OMICIDIO DOLOSO
TECS012023000047,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
NAPC062024700272,612,CP,,MINACCIA - ATTI PERSECUTORI -
RIPQ102025000079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS482024850032,612,CP,,MINACCIA - ATTI PERSECUTORI -
VICS372024000015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGCS222024000030,576,CP,,CIRCOSTANZE AGGRAVANTI PREVISTE PER ART.575
CECS512024850058,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001188,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS202024850270,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MEPC022024000181,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LECS612024850449,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS152024000057,582,CP,,LESIONI PERSONALI
RMCS472024854254,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CTCS422024000087,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACS332024850362,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS312024000088,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LOCS042024850031,629,CP,,ESTORSIONE
VACS152024000041,612,CP,,MINACCIA
TNCS812024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CBCS122024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001398,635,CP,,DANNEGGIAMENTO
COCS312024000042,582,CP,,LESIONI PERSONALI
SACS642024000194,612,CP,,MINACCIA - ATTI PERSECUTORI -
PDCS382024000016,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024000315,581,CP,,PERCOSSE
RNCS122024850614,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LEPC042024000359,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS612024851430,612,CP,,MINACCIA
TPCS342024850006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACS382024540300,635,CP,,DANNEGGIAMENTO
RMCT012024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPPC032025000254,612,CP,,MINACCIA - ATTI PERSECUTORI -
MECC092023000004,575,CP,,OMICIDIO DOLOSO
IMPQ102023001485,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024504976,609,CP,,VIOLENZA SESSUALE AGGRAVATA
SACS322024850089,582,CP,,LESIONI PERSONALI
LCPQ302024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS322024850293,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
SOCS222024000028,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TAPC042024300022,612,CP,,MINACCIA - ATTI PERSECUTORI -
RCPQ102024010019,582,CP,,LESIONI PERSONALI
MIPC022023001035,582,CP,,LESIONI PERSONALI
MECS552024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQPQ102024000373,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
VBCS152024850105,612,CP,,MINACCIA - ATTI PERSECUTORI -
MBCS062024000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC252024001166,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS512024852494,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC212024003270,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMCP032024000049,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
RMPC522024000271,582,CP,,LESIONI PERSONALI
NUCS342024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTCS012024000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC062024700238,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS222024000024,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LCCS032025850023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC112024000247,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS352024000081,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS082024000017,582,CP,,LESIONI PERSONALI
PGPQ102024000588,609,CP,,VIOLENZA SESSUALE
MEPC082025000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS032024000016,581,CP,,PERCOSSE
VECS372024000141,582,CP,,LESIONI PERSONALI
TNCS332025000005,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BSCS122024000088,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000361,609,CP,,VIOLENZA SESSUALE
FRPC012024200253,635,CP,,DANNEGGIAMENTO
VTPQ302024000063,612,CP,,MINACCIA - ATTI PERSECUTORI -
MICS032023000102,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGPQ102024000052,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOPQ102024501681,581,CP,,PERCOSSE
PRCS252024000015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS212024850121,612,CP,,MINACCIA - ATTI PERSECUTORI -
PACS412024000137,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS422024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102025000155,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002384,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIEVB32024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PACS552024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS202024000092,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS0W2024000755,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS752024000029,581,CP,,PERCOSSE
BSCS592024000051,612,CP,,MINACCIA
RMPC272024000205,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOPC022024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS012024000043,609,CP,,VIOLENZA SESSUALE AGGRAVATA
PGPQ102024000321,582,CP,,LESIONI PERSONALI
TOCS272025000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS382025000052,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POCS042024000108,609,CP,,ATTI SESSUALI CON MINORENNE
MECS972024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS872024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TECS272024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001693,582,CP,,LESIONI PERSONALI
VRPT102024000002,612,CP,,MINACCIA - ATTI PERSECUTORI -
PACS352025000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VAPC022024001023,570,CP,,VIOLAZIONE DEGLI OBBLIGHI DI ASSISTENZA FAMILIARE
PGPQ102024001987,612,CP,,MINACCIA - ATTI PERSECUTORI -
AGPC032024000069,582,CP,,LESIONI PERSONALI
FRPC022024000725,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000771,582,CP,,LESIONI PERSONALI
PGPQ102024000771,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS012025000063,612,CP,,MINACCIA - ATTI PERSECUTORI -
MICG062024000069,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TRCS022023000051,581,CP,,PERCOSSE
BTPC032025000069,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PICS402024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS032024000043,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCS132024000006,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
GECS242024000019,581,CP,,PERCOSSE
BOCS662024000082,582,CP,,LESIONI PERSONALI
APCS342024000002,612,CP,,MINACCIA - ATTI PERSECUTORI -
MICS852024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC042024000983,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000128,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024000707,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
COCS312024000100,582,CP,,LESIONI PERSONALI
RMCS872024000076,612,CP,,MINACCIA
BAPC162024000717,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MSCS072024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VTCS242024000017,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
UDCS092024000020,609,CP,,ATTI SESSUALI CON MINORENNE
MOCS412024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MTPQ302024000090,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS852024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS542024851424,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
GECS212024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC272024000156,582,CP,,LESIONI PERSONALI
LOCS022024000167,582,CP,,LESIONI PERSONALI
SAPT102024000006,582,CP,,LESIONI PERSONALI
CTCC052024000080,582,CP,,LESIONI PERSONALI
PEPQ102024510747,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024002185,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS212025486035,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPC022024000147,582,CP,,LESIONI PERSONALI
MNEV102024000024,612,CP,,MINACCIA
LCPQ102025710112,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GRCS322024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VCPQ102024000542,582,CP,,LESIONI PERSONALI
NAPQ102024500051,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCS092025000018,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024001211,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS402024000009,582,CP,,LESIONI PERSONALI
GEPQ102024000127,609,CP,,VIOLENZA SESSUALE AGGRAVATA
SRCS112024000166,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MTCS162024000002,581,CP,,PERCOSSE
NACS0D2025000014,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FRPC012024200055,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SACS0B2024000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPC032024200004,612,CP,,MINACCIA
CRCS272024000009,609,CP,,VIOLENZA SESSUALE
PGPQ102024000084,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
ATEV102024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LIPC042024000098,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PECS122024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS202024000197,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PECS272024850362,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001536,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC112025000469,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS402024000027,582,CP,,LESIONI PERSONALI
FRPC012024200262,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VECS202024000015,612,CP,,MINACCIA
PTPQ102025000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ALCS292024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RICS112024000031,612,CP,,MINACCIA - ATTI PERSECUTORI -
PZCS072024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC012024200171,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS052024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC012024200162,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FIPC062024000845,612,CP,,MINACCIA - ATTI PERSECUTORI -
GOCS202024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002404,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS282024000066,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS212024000091,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQCS062024000114,575,CP,,OMICIDIO DOLOSO
MNPQ102024001111,612,CP,,MINACCIA - ATTI PERSECUTORI -
TECS032023000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS452024000040,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
VEPQ102024100566,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVCS072024850335,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS502024000010,582,CP,,LESIONI PERSONALI
UDCS402024850101,612,CP,,MINACCIA - ATTI PERSECUTORI -
ATCS142024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS372024000015,581,CP,,PERCOSSE
MOPQ302024000046,609,CP,,VIOLENZA SESSUALE
AOCS102024000022,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
MBCC052024000106,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTCS082024000018,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002462,612,CP,,MINACCIA
NACS532024850839,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102024000843,582,CP,,LESIONI PERSONALI
FICS542024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS142024000010,612,CP,,MINACCIA
LTCS052024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCCS202024850295,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS242024000073,609,CP,,VIOLENZA SESSUALE
AGCS252024850001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS082024000051,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS522024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
