anno,provincia,delitto,eta_alla_data_del_reato_vittima,valore,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2023,TORINO,12. VIOLENZE SESSUALI,45-54,26,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,45-54,24,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,55-64,3,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,55-64,8,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,55-64,5,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,55-64,4,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,55-64,8,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,55-64,8,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,TORINO,12. VIOLENZE SESSUALI,65 e oltre,2,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2020,TORINO,12. VIOLENZE SESSUALI,65 e oltre,3,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2021,TORINO,12. VIOLENZE SESSUALI,65 e oltre,2,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2022,TORINO,12. VIOLENZE SESSUALI,65 e oltre,3,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2023,TORINO,12. VIOLENZE SESSUALI,65 e oltre,2,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2024,TORINO,12. VIOLENZE SESSUALI,65 e oltre,6,Torino,201,001,01,Piemonte,Nord-ovest,TO,TORINO,1
2019,VERCELLI,5. TENTATI OMICIDI,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,18-24,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,18-24,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,25-34,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,25-34,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,25-34,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,25-34,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,25-34,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,25-34,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,35-44,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,35-44,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,35-44,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,35-44,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,35-44,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,35-44,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,5. TENTATI OMICIDI,55-64,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,5. TENTATI OMICIDI,55-64,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,5. TENTATI OMICIDI,55-64,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,5. TENTATI OMICIDI,55-64,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,5. TENTATI OMICIDI,55-64,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,5. TENTATI OMICIDI,55-64,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,14-17,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,14-17,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,18-24,11,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,18-24,12,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,18-24,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,18-24,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,18-24,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,18-24,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,25-34,17,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,25-34,11,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,25-34,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,25-34,21,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,25-34,23,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,25-34,13,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,35-44,13,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,35-44,13,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,35-44,10,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,35-44,14,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,35-44,19,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,35-44,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,45-54,17,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,45-54,15,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,45-54,17,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,45-54,15,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,45-54,14,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,45-54,17,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,55-64,12,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,55-64,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,55-64,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,55-64,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,55-64,10,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,55-64,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,8. LESIONI DOLOSE,65 e oltre,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,8. LESIONI DOLOSE,65 e oltre,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,8. LESIONI DOLOSE,65 e oltre,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,8. LESIONI DOLOSE,65 e oltre,8,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,8. LESIONI DOLOSE,65 e oltre,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,8. LESIONI DOLOSE,65 e oltre,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,14-17,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,14-17,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,14-17,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,18-24,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,18-24,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,18-24,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,18-24,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,18-24,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,18-24,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,25-34,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,25-34,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,25-34,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,25-34,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,25-34,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,25-34,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,35-44,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,35-44,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,35-44,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,35-44,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,35-44,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,35-44,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,45-54,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,45-54,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,45-54,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,45-54,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,45-54,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,45-54,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,55-64,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,55-64,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,55-64,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,55-64,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,55-64,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,55-64,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,9. PERCOSSE,65 e oltre,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,9. PERCOSSE,65 e oltre,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,9. PERCOSSE,65 e oltre,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,9. PERCOSSE,65 e oltre,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,9. PERCOSSE,65 e oltre,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,9. PERCOSSE,65 e oltre,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,0-13,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,14-17,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,18-24,12,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,18-24,8,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,18-24,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,18-24,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,18-24,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,18-24,8,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,25-34,14,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,25-34,18,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,25-34,16,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,25-34,18,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,25-34,10,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,25-34,11,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,35-44,26,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,35-44,30,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,35-44,23,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,35-44,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,35-44,24,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,35-44,23,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,45-54,34,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,45-54,17,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,45-54,13,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,45-54,19,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,45-54,12,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,45-54,11,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,55-64,12,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,55-64,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,55-64,10,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,55-64,14,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,55-64,14,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,55-64,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,10. MINACCE,65 e oltre,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,10. MINACCE,65 e oltre,8,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,10. MINACCE,65 e oltre,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,10. MINACCE,65 e oltre,9,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,10. MINACCE,65 e oltre,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,10. MINACCE,65 e oltre,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,12. VIOLENZE SESSUALI,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,12. VIOLENZE SESSUALI,0-13,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,12. VIOLENZE SESSUALI,0-13,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,12. VIOLENZE SESSUALI,0-13,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,12. VIOLENZE SESSUALI,0-13,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,12. VIOLENZE SESSUALI,0-13,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,12. VIOLENZE SESSUALI,14-17,4,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,12. VIOLENZE SESSUALI,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,12. VIOLENZE SESSUALI,14-17,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,12. VIOLENZE SESSUALI,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,12. VIOLENZE SESSUALI,14-17,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,12. VIOLENZE SESSUALI,14-17,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,12. VIOLENZE SESSUALI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,12. VIOLENZE SESSUALI,18-24,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,12. VIOLENZE SESSUALI,18-24,8,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,12. VIOLENZE SESSUALI,18-24,3,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2023,VERCELLI,12. VIOLENZE SESSUALI,18-24,0,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2024,VERCELLI,12. VIOLENZE SESSUALI,18-24,6,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2019,VERCELLI,12. VIOLENZE SESSUALI,25-34,7,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2020,VERCELLI,12. VIOLENZE SESSUALI,25-34,1,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2021,VERCELLI,12. VIOLENZE SESSUALI,25-34,2,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
2022,VERCELLI,12. VIOLENZE SESSUALI,25-34,5,Vercelli,002,002,01,Piemonte,Nord-ovest,VC,VERCELLI,1
